exposure,outcome,nsnp,ivw_b,ivw_se,ivw_p,egger_b,egger_p,egger_intercept,egger_intercept_p,wm_b,wm_p,Q,Q_p,steiger_correct,steiger_p
SBP,CAD,430,0.0330630810669215,0.0029853792880298,1.65876772713339e-28,0.0311547755052314,4.34635170924451e-05,0.000634461245229614,0.782994443567004,0.0303650267334796,2.31189619003652e-22,1249.95204167444,3.20354482150193e-81,TRUE,0
SBP,eGFR,175,-6.26024006629049e-05,0.000424770978021667,0.882832733867433,-0.00093816457142343,0.365388257909106,0.000293200064797188,0.354132364266269,7.08560127268809e-05,0.873670722987347,505.1195277978,5.16628487941511e-34,TRUE,0
SBP,HbA1c,399,0.000536960305193872,0.00111789363235239,0.630991197710359,-0.00353833678480181,0.224260212323773,0.00133537398139229,0.129750142220862,-0.00127017456278551,0.109392477619154,3317.66794542504,0,TRUE,1.18880399123049e-63
SBP,HDL,436,-0.00108244190276389,0.000915347915053459,0.23698874021757,0.00635859504160417,0.00581893550367938,-0.00247575396369994,0.000462505605277407,6.4185550010896e-05,0.908128767654672,5656.51559742017,0,TRUE,0
SBP,HF,437,0.0193334441049999,0.00211599668179633,6.43260133664777e-20,0.0170051925741337,0.00166438943019432,0.000772030316782805,0.637617720350797,0.0219069616587994,4.18863743805462e-15,752.423272650895,3.27090053287703e-19,TRUE,0
SBP,LDL,436,-0.0020284744063028,0.000988639553763823,0.0401906994403296,-0.00219052399412137,0.383859810224931,5.3922616447295e-05,0.944101538044964,-0.00337119124993694,1.36756413301588e-10,6515.84141075027,0,TRUE,0
SBP,Stroke,429,0.0327044406581742,0.00213039813689735,3.47009173243937e-53,0.0413555700240406,1.79101206704737e-13,-0.00286036513419305,0.0844861312373149,0.0344206448904844,8.07134523785399e-41,867.186364332897,4.78057235699226e-32,TRUE,0
SBP,T2D,437,0.0168181154498825,0.00262480749611868,1.48050250354798e-10,-0.00268091468632384,0.684465011226681,0.00647140206089119,0.00138796827123135,0.00996552337948557,0.000152364367856559,1291.11508388579,1.71347685878352e-85,TRUE,0
SBP,TC,436,-0.00149918405139193,0.000872281798505637,0.0856704063133746,-0.00105958113617681,0.633009961139068,-0.000146253486528912,0.829344766405983,-0.00182136603262386,0.000677567874657418,5461.54107902103,0,TRUE,0
SBP,TG,436,0.00183022883148544,0.000976269835023609,0.0608317831859873,-0.00457164590727237,0.0636926871304798,0.00213004422545241,0.00483731830311224,-0.000865046874287732,0.118712235551868,6517.81485085583,0,TRUE,0
