"exposure","outcome","nsnp","ivw_b","ivw_se","ivw_p","egger_b","egger_p","egger_intercept","egger_intercept_p","wm_b","wm_p","Q","Q_p","steiger_correct","steiger_p"
"HF","Stroke",45,0.37807951731661,0.063136009227356,2.12001224763766e-09,0.657001934163096,0.00123715991001445,-0.0119259797379851,0.127570096557993,0.292431939408381,5.62063171619686e-08,192.456905200226,1.79849048164739e-20,TRUE,2.4614756528852e-65
"HF","T2D",33,0.421687219666153,0.118951449753433,0.00039255886551461,0.387281914701357,0.312181819734812,0.00144195812470095,0.923857170026173,0.324018262463996,4.78543201964181e-06,284.881707271875,2.36959424922347e-42,TRUE,2.98626479918261e-05
"LDL","CAD",483,0.510856329399863,0.0332615007626198,3.09304327312795e-53,0.590499913970136,2.00587763851379e-31,-0.003145660735128,0.0177294640161602,0.458634823041152,2.01588489714593e-66,3649.88799729995,0,TRUE,0
"LDL","eGFR",381,0.00790990670393054,0.00209836776771257,0.000163540744369845,0.00834193413486455,0.00802421921598046,-1.58172433916421e-05,0.852374450170484,0.00590139765624723,0.000206763441258495,3341.99414470389,0,TRUE,0
"LDL","HF",379,0.121468868674459,0.0203273909579362,2.29209494745125e-09,0.161546749522506,1.18855948604392e-07,-0.00146268796661926,0.0694710806898399,0.0911337372296993,8.19137645211563e-05,986.993286758116,6.1844281018966e-56,TRUE,0
"LDL","Stroke",356,0.0700106439825992,0.0226557874494584,0.00200029794743745,0.0750542500426474,0.0326790379893802,-0.000168389695106153,0.850010052027141,0.068172431625865,0.0360152413897244,554.049426376698,6.41467088587254e-11,TRUE,0
"LDL","T2D",225,-0.00780060395039043,0.0575445868509919,0.892171055602752,-0.275859706051044,0.00478082271296031,0.00728649223560232,0.000791157773743972,-0.0380499156888334,0.485225428665085,978.194013778495,9.46086181424454e-95,TRUE,0
"SBP","CAD",436,0.0335822023384555,0.00239220730748779,9.10387214077985e-45,0.034358706114799,3.10144713736179e-08,-0.000257909892255943,0.889854035907169,0.0309062549411034,3.75502910385401e-68,3046.98107196472,0,TRUE,0
"SBP","eGFR",437,-0.000158701513050836,0.000200344478497476,0.42827719273687,-0.000505784372188068,0.320480542542997,0.000116306780162181,0.458092100046376,-0.00027944383605744,0.00961543216629147,6801.26740632198,0,TRUE,0
"SBP","HF",431,0.0198823995174554,0.00155367097676527,1.7030642408877e-37,0.0203647928177187,3.24743361771172e-07,-0.000161066531823118,0.893530449099012,0.0203049229315658,1.82071455633374e-34,1316.54601714004,1.23268849750089e-90,TRUE,0
"SBP","Stroke",434,0.0268628637729715,0.0017764284206904,1.16251011795581e-51,0.0343247647849551,1.34594432159851e-13,-0.00247193081546031,0.0710899321370686,0.0280854217622174,2.90524670466534e-36,921.232884212163,2.21562539151707e-37,TRUE,0
"SBP","T2D",334,0.0171674535635733,0.00309660499642238,2.95706781462064e-08,-0.00497179540238755,0.524816759221243,0.00726785651505455,0.00223714434819301,0.00963283309568773,0.000681557028382223,1259.97953555072,9.47546335432714e-108,TRUE,0
"T2D","CAD",116,0.128975010422208,0.02209901768047,5.33942999414376e-09,0.035124464161623,0.481240806173657,0.00761496746148204,0.0378993232639991,0.0956627841379381,8.96896113992942e-10,1080.41865281001,1.25558847903439e-156,TRUE,0
"T2D","eGFR",116,-0.000347311275647436,0.00141102800960084,0.805573398276513,0.000383692144441549,0.905425651121641,-5.97455227863364e-05,0.801043569693415,0,1,1381.66265730389,5.11006855671323e-216,TRUE,0
"T2D","HF",115,0.0524635251614278,0.0131062373257923,6.25592936855118e-05,-0.0397104927083795,0.162893329088345,0.0074689311044427,0.000424685666221914,0.00397882261784321,0.746722781425964,388.85822770202,1.06063011787934e-31,TRUE,0
"T2D","Stroke",116,0.0804873528594998,0.0128627691683115,3.91475596004718e-10,0.0203936623863336,0.516742333583045,0.00464410708837533,0.0383471398417918,0.0534863117513445,0.000677803089429808,193.126398888294,6.9924331217146e-06,TRUE,0
"TC","CAD",534,0.434009464217162,0.0311829929092593,4.91484755828678e-44,0.558383764813896,4.0210453052439e-30,-0.00433448651223869,0.000293008400345971,0.415127606629523,9.36640222312451e-46,3621.19252263224,0,TRUE,0
"TC","eGFR",458,0.00867521822697526,0.00188375133235122,4.11894551692937e-06,0.0104382511384872,0.000240476761871066,-6.1889652110971e-05,0.401144757018546,0.00796135049371979,1.56214636638792e-07,3642.60572221157,0,TRUE,0
"TC","HF",445,0.0895471426361284,0.0203122707144017,1.04077259223858e-05,0.166848382500385,5.9580253870956e-08,-0.00263728002107702,0.000698165091778376,0.111470483271891,5.38148877632376e-06,1250.22593322138,8.11949846293134e-78,TRUE,0
"TC","Stroke",413,0.0317080171638708,0.0219701558471276,0.148955317678207,0.0437215768756826,0.195328669029811,-0.000393508254809218,0.63840914928882,0.0525905003893904,0.0896633031665527,694.889299124881,8.64881128427441e-17,TRUE,0
"TC","T2D",252,-0.0405580783104494,0.0454522611570694,0.372220062228923,-0.127605781969696,0.0861620330036086,0.00249432833526491,0.138468563328652,-0.00646628063652173,0.905675777057575,809.652799451272,5.29828154053095e-60,TRUE,0
"TG","CAD",513,0.392733726954263,0.0309328469782367,6.19657923299496e-37,0.269593499351612,2.81253247177164e-09,0.00383762423524568,0.000166231282402315,0.266145410536772,2.76768375490572e-16,2972.66969986023,0,TRUE,0
"TG","eGFR",454,0.00271358457399115,0.00246135163750988,0.270254174906756,0.0101692410050861,0.0058333993765974,-0.000218639877237297,0.00673953154557536,0.00277702403294449,0.0929033636737086,4859.05245732639,0,TRUE,0
"TG","HF",446,0.109132275099674,0.0237488240158474,4.32187830467668e-06,0.0404735273819605,0.262798738078915,0.00196772890238495,0.0122800017502182,0.0629222513180578,0.0164795513817561,1408.8646230809,1.42194106896212e-100,TRUE,0
"TG","Stroke",430,0.0974338451335505,0.0244429269292123,6.71462906365336e-05,0.0399920244934447,0.290567532443399,0.001582249105451,0.047456015460729,0.0214605547908954,0.540325488871718,731.035416044424,4.43842866094835e-18,TRUE,0
"TG","T2D",296,0.594295442560336,0.0799444438233497,1.05477201017012e-13,-0.168168676349653,0.145930115677067,0.0195328582734028,1.38273543490942e-15,0.148243393874504,0.0221990837600074,2816.35296368323,0,TRUE,0
