exposure,outcome,b_eur,se_eur,p_eur,b_eas,se_eas,z_eur,z_eas,eur_sig,magnitude_eligible,b_eur_conv
CAD,LDL,0.246198328884985,0.0499861356241196,8.42171066856311e-07,0.0882158692334601,0.077606183009574,4.9253323108695755,1.1367118676945782,True,True,0.246198328884985
CAD,Stroke,0.171125169546868,0.0204325440654845,5.5163936744356e-17,-0.00562946807376807,0.0496139451145689,8.375127884145357,-0.11346543921811618,True,True,0.171125169546868
CAD,T2D,0.167535619614003,0.0348757718447547,1.55696018564194e-06,0.0202969765134857,0.0238692774598496,4.80378241834382,0.8503389575837454,True,True,0.167535619614003
CAD,TC,0.194063920356122,0.0411693356330098,2.43142042762523e-06,0.0700182117329372,0.0497872676668518,4.713797717943266,1.4063477474092254,True,True,0.194063920356122
CAD,TG,0.0555852727107802,0.0314090543883423,0.0767735790209203,0.0378533345799836,0.0792376011854563,1.769721304676115,0.47771934048568104,False,True,0.0555852727107802
CAD,eGFR,-0.000684456512825539,0.00161820175863638,0.672314572508335,0.00554386408766431,0.0160124427407632,-0.42297353168267116,0.34622225836606324,False,False,-0.000684456512825539
HDL,BMI,-0.0680850315265925,0.0319529356128514,0.0331063540817019,0.0114697890615391,0.0177385048693281,-2.1307911220278877,0.6466040484264078,False,True,-0.0680850315265925
HDL,CAD,-0.30532568664138,0.0269017058079595,7.44366932306188e-30,-0.143862999091129,0.0471084006951853,-11.349677556545215,-3.053871432018971,True,True,-0.30532568664138
HDL,HF,-0.123455803647606,0.0202228993667215,1.02959841099553e-09,-0.0180833189020734,0.0322522863723579,-6.104752904559423,-0.5606833169375509,True,True,-0.123455803647606
HDL,HbA1c,-0.0468612026406415,0.0168687040143375,0.00546951881275807,-0.0442669360943106,0.0267033665151879,-2.777996614370136,-1.6577286638796342,False,False,-0.0468612026406415
HDL,LDL,-0.0454783968539754,0.0265263920579872,0.0864445628159067,-0.102535756827823,0.0772932905769348,-1.7144584440491852,-1.3265803029276235,False,True,-0.0454783968539754
HDL,Stroke,-0.0998803641958586,0.0217748757901579,4.49758681008011e-06,0.00540768636715353,0.0387693773846842,-4.5869544863720355,0.13948344626472722,True,True,-0.0998803641958586
HDL,T2D,-0.487547910421763,0.0587572318083835,1.06176290129579e-16,-0.0210477553231903,0.0508100552080657,-8.29766643894547,-0.41424389792532895,True,True,-0.487547910421763
HDL,TC,0.155389532438148,0.0274243997795388,1.46079912881406e-08,0.173843683172385,0.0564224090060435,5.666105135839046,3.081110612518588,True,True,0.155389532438148
HDL,TG,-0.512065865622795,0.027076651445031,9.13406151796693e-80,-0.266835479764733,0.0869644355498927,-18.91171316594864,-3.068328772301935,True,True,-0.512065865622795
HDL,eGFR,0.000756051140751559,0.00208033290544818,0.716285219643782,0.0362575140246484,0.0179821035891438,0.3634279584635412,2.016311041970522,False,False,0.000756051140751559
HbA1c,BMI,0.00422020441228821,0.0327052280467375,0.897327890306615,-0.303173263220362,0.0493933772843843,0.12903760849052373,-6.137933461703379,False,False,0.00422020441228821
HbA1c,CAD,0.183767238152452,0.0250328855969299,2.11951607085891e-13,0.0665103637251991,0.0634916856100364,7.3410329560643905,1.0475444632814335,True,False,0.183767238152452
HbA1c,HDL,-0.0140122712806288,0.0175023350534623,0.423366498703539,0.124467123704637,0.037024336303197,-0.8005943914241832,3.3617651559061015,False,False,-0.0140122712806288
HbA1c,HF,0.0481527213206198,0.0197702368697487,0.0148664236577441,-0.180075010779324,0.0564097861724289,2.4356168131855,-3.1922654382855695,False,False,0.0481527213206198
HbA1c,LDL,0.130965037323888,0.0143412263458193,6.72038133223349e-20,0.0306605965400296,0.03561060118063,9.132066823704127,0.8609963191721429,True,False,0.130965037323888
HbA1c,Stroke,0.112782586820416,0.022451044044702,5.07409671573339e-07,-0.0307007990166463,0.0488980873854835,5.023489624618613,-0.6278527578107386,True,False,0.112782586820416
HbA1c,T2D,1.06101996931874,0.0956453886252397,1.35253875136005e-28,1.51245726613517,0.208511232569691,11.093268421711961,7.253600909148428,True,False,1.06101996931874
HbA1c,TC,0.133819605281325,0.0147555447393868,1.19997062758819e-19,0.0675076321273591,0.0311706081101526,9.069106403379465,2.1657463944494277,True,False,0.133819605281325
HbA1c,TG,0.06870249000348,0.0192246247274876,0.000352010747452873,-0.0906830154324265,0.0325887183897436,3.5736713188085463,-2.7826505586352384,True,False,0.06870249000348
HbA1c,eGFR,-0.000757930440427057,0.00183006822095093,0.678761181060627,-0.00435453830131063,0.021433802431452,-0.4141542002369864,-0.20316219276710196,False,False,-0.000757930440427057
LDL,BMI,-0.0116179901655577,0.0220960401879413,0.599030563542613,-0.068132069579973,0.0210319789811196,-0.5257951228699388,-3.239451201483947,False,True,-0.0116179901655577
LDL,CAD,0.510856329399863,0.0332615007626198,3.09304327312795e-53,0.526820176357244,0.0848778348670536,15.358787718141016,6.206805076760221,True,True,0.510856329399863
LDL,HDL,-0.0757813267398154,0.0332561587822363,0.0226839787215857,-0.113598512166294,0.130649800559081,-2.278715567724972,-0.8694885999073819,False,True,-0.0757813267398154
LDL,HF,0.121468868674459,0.0203273909579362,2.29209494745125e-09,-0.010720077418922,0.0472128596387442,5.975625151590605,-0.22705842223809725,True,True,0.121468868674459
LDL,HbA1c,0.0886106424884955,0.0333660013864829,0.00791401006715999,0.0470458822787397,0.0444335849241147,2.655716561960975,1.058791055438952,False,False,0.0886106424884955
LDL,Stroke,0.0700106439825992,0.0226557874494584,0.00200029794743745,-0.0521605865642698,0.0597538639415395,3.0901880651370974,-0.8729240776010966,False,True,0.0700106439825992
LDL,T2D,-0.00780060395039043,0.0575445868509919,0.892171055602752,-0.0512411063037128,0.060604857425113,-0.13555756287884393,-0.8454950391893816,False,True,-0.00780060395039043
LDL,TC,0.908599802051038,0.0126661185989842,0.0,0.615575360261313,0.0482116786079984,71.73466717135477,12.768179371360613,True,True,0.908599802051038
LDL,TG,0.216913486098111,0.0303035876822929,8.18545675620584e-13,-0.214504572480566,0.119734594886245,7.15801338020642,-1.7915003820270836,True,True,0.216913486098111
LDL,eGFR,0.00790990670393054,0.00209836776771257,0.000163540744369845,0.0230178457012592,0.0324314512285094,3.769552137446872,0.70973838139642,True,False,0.00790990670393054
SBP,BMI,-0.0028862850272873,0.00154784131924478,0.0622211726711418,0.0744224846023972,0.0620345882373738,-1.864716357808287,1.1996933761794537,False,True,-0.05570530102664489
SBP,CAD,0.0335822023384555,0.00239220730748779,9.10387214077985e-45,0.5272676763695,0.226072418594694,14.038165602680278,2.3322954637593067,True,True,0.6481365051321911
SBP,HDL,-0.00108244190276389,0.000915347915053459,0.23698874021757,0.26750701708053,0.156085626795222,-1.1825469692588664,1.7138478575704368,False,True,-0.02089112872334308
SBP,HF,0.0198823995174554,0.00155367097676527,1.7030642408877e-37,0.85693325801767,0.132649634989944,12.797046359744963,6.460125262181331,True,True,0.38373031068688923
SBP,HbA1c,0.000536960305193872,0.00111789363235239,0.630991197710359,-0.199827750674473,0.0674530544210795,0.48033219767424856,-2.9624714905723466,False,False,0.01036333389024173
SBP,LDL,-0.0020284744063028,0.000988639553763823,0.0401906994403296,-0.243766926002738,0.071186593233868,-2.051783583390175,-3.4243375743785776,False,True,-0.039149556041644044
SBP,Stroke,0.0268628637729715,0.0017764284206904,1.16251011795581e-51,0.972974234398061,0.169511589455914,15.121838549808487,5.739868510000072,True,True,0.51845327081835
SBP,T2D,0.0171674535635733,0.00309660499642238,2.95706781462064e-08,-0.0761618172412093,0.101853346566236,5.543959782861385,-0.7477595956229155,True,True,0.33133185377696467
SBP,TC,-0.00149918405139193,0.000872281798505637,0.0856704063133746,-0.115268771799284,0.0284195452282182,-1.7186923468542852,-4.055968203348725,False,True,-0.02893425219186425
SBP,TG,0.00183022883148544,0.000976269835023609,0.0608317831859873,-0.0560005988312382,0.0438948603030466,1.8747161551305944,-1.2757894305760298,False,True,0.03532341644766899
SBP,eGFR,-0.000158701513050836,0.000200344478497476,0.42827719273687,0.0571297967190531,0.0861886312797291,-0.7921431837854986,0.6628460838835665,False,False,-0.003062939201881135
T2D,BMI,0.00971636973261611,0.0176736744181817,0.582480485470689,-0.0977180946619953,0.0188343154376614,0.5497651197320035,-5.188300842970731,False,True,0.00971636973261611
T2D,CAD,0.128975010422208,0.02209901768047,5.33942999414376e-09,0.0535197053982031,0.0175311696901176,5.836232736090782,3.05283140510427,True,True,0.128975010422208
T2D,HDL,-0.0713623125810016,0.0170076297630224,2.71790233550061e-05,0.0339525744102785,0.0126619280215399,-4.195899932873417,2.6814695481225224,True,True,-0.0713623125810016
T2D,HF,0.0524635251614278,0.0131062373257923,6.25592936855118e-05,-0.0371254404639702,0.0213357392748624,4.002943320596117,-1.74005878051346,True,True,0.0524635251614278
T2D,HbA1c,0.279312389209003,0.0147587936486485,7.07872000200452e-80,0.336508792453623,0.0126023433134431,18.92515037870865,26.702081040330352,True,False,0.279312389209003
T2D,LDL,0.00110745506418276,0.0107069465767651,0.917619065997893,0.0150594429725135,0.0107230803301814,0.1034333230527201,1.4043952398758857,False,True,0.00110745506418276
T2D,Stroke,0.0804873528594998,0.0128627691683115,3.91475596004718e-10,-0.013349231374952,0.0151569227589762,6.257389198726125,-0.8807349346057957,True,True,0.0804873528594998
T2D,TC,-0.00297509816987013,0.0134140790917827,0.82447796987234,0.012549308913292,0.00989055753333074,-0.22178922231736642,1.268817139074454,False,True,-0.00297509816987013
T2D,TG,0.0675134813830686,0.023953559958262,0.00482462730275008,-0.0187044747389596,0.0145072369779943,2.818515556798564,-1.289320272863261,False,True,0.0675134813830686
T2D,eGFR,-0.000347311275647436,0.00141102800960084,0.805573398276513,0.0156741985876345,0.00891401903508158,-0.24614059627752216,1.7583761629796713,False,False,-0.000347311275647436
TC,BMI,-0.0230936983218813,0.0248503612587187,0.352728264533669,-0.101528345014577,0.025227454522179,-0.9293103662136469,-4.024518007764803,False,True,-0.0230936983218813
TC,CAD,0.434009464217162,0.0311829929092593,4.91484755828678e-44,0.581680121280956,0.094920634479176,13.918146519165251,6.128068195841727,True,True,0.434009464217162
TC,HDL,0.215228072779266,0.0347328216828933,5.76677200781669e-10,0.511199330798222,0.186753122705804,6.196676870778704,2.7373000429209675,True,True,0.215228072779266
TC,HF,0.0895471426361284,0.0203122707144017,1.04077259223858e-05,-0.0284099540905202,0.0555113623598608,4.408524477405578,-0.511786288117888,True,True,0.0895471426361284
TC,HbA1c,0.0898756293670866,0.0323390321742632,0.00544981963750004,-0.00493768948056029,0.0510340561842163,2.7791688039017295,-0.0967528323192035,False,False,0.0898756293670866
TC,LDL,0.93441651189769,0.0138883832703703,0.0,0.94309592930264,0.110612678600769,67.28043816958805,8.526110580022456,True,True,0.93441651189769
TC,Stroke,0.0317080171638708,0.0219701558471276,0.148955317678207,-0.0258498858877948,0.0458044331539299,1.4432313263729686,-0.5643533629359399,False,True,0.0317080171638708
TC,T2D,-0.0405580783104494,0.0454522611570694,0.372220062228923,-0.0449749336865232,0.0595603815588111,-0.892322566093969,-0.7551149356240114,False,True,-0.0405580783104494
TC,TG,0.318252159275777,0.0268404915277589,1.97549270318277e-32,0.110687195821215,0.126992314412253,11.85716584014995,0.8716054694608764,True,True,0.318252159275777
TC,eGFR,0.00867521822697526,0.00188375133235122,4.11894551692937e-06,0.064111255435257,0.0315179369057313,4.605288435893082,2.034119670554923,True,False,0.00867521822697526
TG,BMI,0.0680474832403082,0.0424312665790152,0.108777799802567,-0.0615248685382655,0.0191857811146145,1.6037108652788072,-3.2067950828126457,False,True,0.0680474832403082
TG,CAD,0.392733726954263,0.0309328469782367,6.19657923299496e-37,0.226175571597121,0.0486052678328493,12.69633303493135,4.653313965369468,True,True,0.392733726954263
TG,HDL,-0.597900860497658,0.0352505544286334,1.58360839540405e-64,-0.469944001751264,0.158069063586736,-16.961459761097935,-2.9730295801581397,True,True,-0.597900860497658
TG,HF,0.109132275099674,0.0237488240158474,4.32187830467668e-06,0.00225702528365046,0.0404170016476708,4.595270697481732,0.05584346170271962,True,True,0.109132275099674
TG,HbA1c,0.102286936976087,0.0250734812484998,4.51352232849379e-05,-0.0473344603466428,0.040371305160602,4.079486847571557,-1.1724778319239497,True,False,0.102286936976087
TG,LDL,0.276836978386402,0.0254918250102212,1.79075167474753e-27,-0.114808992265349,0.0510978181627172,10.859833624128576,-2.2468472508894277,True,True,0.276836978386402
TG,Stroke,0.0974338451335505,0.0244429269292123,6.71462906365336e-05,0.0311327860847617,0.037766697830003,3.986177490761349,0.8243449354480995,True,True,0.0974338451335505
TG,T2D,0.594295442560336,0.0799444438233497,1.05477201017012e-13,-0.0528717036026625,0.0657368148044884,7.433855489363698,-0.8042936634504005,True,True,0.594295442560336
TG,TC,0.347041077507405,0.0264730530693773,2.91581667067199e-39,0.123126696798207,0.0621582835605723,13.109220028302845,1.9808574134487145,True,True,0.347041077507405
TG,eGFR,0.00271358457399115,0.00246135163750988,0.270254174906756,0.0228910791915178,0.0282295636920201,1.1024774082001754,0.8108902936388147,False,False,0.00271358457399115
eGFR,BMI,-0.518192357288814,0.153478067060791,0.00073460178824533,-0.0968201585398329,0.0346802795385279,-3.3763284045241693,-2.7917929102120125,False,False,-0.518192357288814
eGFR,CAD,0.0899496014170175,0.241362713673993,0.709391109814557,-0.0364344343589157,0.0904592784803456,0.3726739729091371,-0.4027716666658129,False,False,0.0899496014170175
eGFR,HDL,0.11729741829931,0.136234969033272,0.389241641267287,0.175524552986306,0.0652734513409623,0.8609934668878078,2.6890649931997044,False,False,0.11729741829931
eGFR,HF,0.123978437133933,0.16415028025561,0.450084601624816,0.0161549948896986,0.0860204496787805,0.7552739900344819,0.18780412041584232,False,False,0.123978437133933
eGFR,HbA1c,-0.19987960648585,0.145530968932066,0.169612287450615,-0.0210497522299225,0.0443442382211619,-1.3734506679410208,-0.4746896795236221,False,False,-0.19987960648585
eGFR,LDL,0.252542155486598,0.229066342653147,0.270250973450232,-0.0312858054887248,0.0419280327118057,1.1024847760764145,-0.7461787130288046,False,False,0.252542155486598
eGFR,Stroke,-0.099493782378476,0.188566054377929,0.597753681295581,0.155474057280541,0.0837960459133239,-0.5276335802151747,1.8553865589476461,False,False,-0.099493782378476
eGFR,T2D,0.398466210335823,0.337671844751999,0.237984392621909,0.0269207049852337,0.0765556980993623,1.180039782791112,0.3516486121032178,False,False,0.398466210335823
eGFR,TC,0.274305910506849,0.217675644096809,0.207612028983704,0.0280203176679276,0.03567861432462,1.260158947249304,0.7853533047272019,False,False,0.274305910506849
eGFR,TG,0.0114255935916078,0.188703974828157,0.951719418235728,-0.0112569965106157,0.0645674157250894,0.060547710253652576,-0.1743448515663837,False,False,0.0114255935916078
